,fuente,titulo,descripcion,title,description,experiencia_min_anios,nivel_educativo,idioma_principal,skills_tecnicas_list,soft_skills_list
202,indeed,,,General Practice Physician (Floater),"**Médico Generalista \-** ***Floater***


Fecha: 5 de junio de 2025


Ubicación: Aguas Buenas, Gurabo, Juncos, Naguabo, San Lorenzo y Trujillo Alto (PR)


Clasificación: Exento, Tiempo Completo


Rango salarial: $50\.64 a $55\.94 por hora


Jornada: Lunes a Sábado


Horario: 7:00AM a 4:00PM / 12:00PM a 9PM / 2:00PM a 11:00PM


NeoMed Center es un centro de salud primaria y preventiva dedicado a brindar un cuidado accesible a los pacientes y a promover el bienestar comunitario. Nuestra cultura orientada al trabajo en equipo fomenta un entorno laboral colaborativo e inclusivo que nos destaca entre los proveedores más creativos y dinámicos de Puerto Rico. Nos apasionamos por hacer de la experiencia de nuestros pacientes una distintiva de nuestra marca y estamos comprometidos con el desarrollo profesional de nuestros talentos. Nuestra empresa social está construyendo un sistema de atención médica primaria de clase mundial, dirigidos a construir comunidades saludables y a mejorar los resultados de salud en nuestros clientes.


¿Estás listo/a para una carrera gratificante?


Más de 450 talentos en Puerto Rico trabajan para NeoMed Center, Inc.


¡Ven y únete a nuestro equipo \#DePrimera!

**Nuestros Beneficios**


En NeoMed Center ofrecemos un paquete competitivo de compensación y beneficios a nuestros talentos.

* Días por Vacaciones, Enfermedad y Cumpleaños
* Plan Médico, Dental y de Visión
* Plan de Retiro 401 (k) con Pareo Patronal del 50%
* Pagos para la Renovación de Licencia, Colegiación y Educaciones Continuas
* Licencia por Maternidad y Paternidad
* Bonos de Navidad y de Asistencia
* Gimnasio en las Facilidades
* Uniformes Corporativos
* Seguro de Impericia Médica Federal
* Reembolsos para la Licencia Estatal y Federal de Narcóticos
* ¡Y muchos más!

**Resumen del Puesto**


El/La Médico Generalista *(Floater Shifts)* provee atención médica primaria a pacientes de todas las edades, asegurando un enfoque integral en la prevención, diagnóstico y manejo de enfermedades. Además de sus funciones como proveedor/a de cuidado primario, brinda cobertura en actividades comunitarias como ferias de salud y la unidad móvil, ofrece servicios en horarios extendidos y en sala de emergencias, y sustituye a médicos primarios durante ausencias por vacaciones o enfermedad. Este rol es clave para garantizar la continuidad y el acceso oportuno al cuidado médico dentro de la comunidad.

**Actividades del Puesto**

* Realiza evaluaciones médicas, diagnósticos y tratamientos según las necesidades del paciente.
* Prescribe medicamentos y recomienda planes de cuidado adecuados.
* Educa a los pacientes sobre la prevención de enfermedades y promoción de la salud.
* Documenta historiales médicos y actualiza registros en el récord médico electrónico.
* Coordina referidos a especialistas cuando sea necesario.
* Apoya en emergencias médicas dentro del centro o durante actividades comunitarias.
* Brinda atención médica primaria a pacientes de todas las edades.
* Participa en ferias de salud y en la unidad móvil para actividades de alcance comunitario.
* Provee servicios médicos en horarios extendidos y después de horas laborables.
* Cubre turnos en nuestras Salas de Emergencias.
* Sustituye a médicos primarios durante ausencias por vacaciones o enfermedad.
* Colabora con otros profesionales de la salud para garantizar la continuidad del cuidado.

**Competencias del Puesto**

***Educación***

* Doctorado en Medicina (MD) de una institución acreditada

***Experiencia***

* Experiencia previa en atención primaria, cuidados ambulatorios, sala de emergencias y/o en un escenario de salud comunitaria

***Licencias y Certificaciones***

* Licencia médica permanente expedida por la Junta Examinadora de Puerto Rico
* Certificación de Registro vigente emitida por la Oficina de Reglamentación y Certificación de los Profesionales de la Salud (ORCPS) del Departamento de Salud de Puerto Rico
* Licencias para recetar narcóticos a nivel federal y estatal emitidas por la Administración para el Control de Drogas (DEA) y por la Administración de Servicios de Salud Mental y Contra la Adicción (ASSMCA) respectivamente
* Certificaciones del CPR\-BLS

***Requisitos Adicionales***

* Disponibilidad completa para trabajar turnos flexibles, incluyendo noches, fines de semana y feriados en los ocho (8\) centros de la organización.
* Habilidad para brindar cuidados en escenarios comunitarios, como ferias de salud y unidades móviles.

**Importante:** El/La candidato/a debe proporcionar evidencia de la preparación académica y los cursos relacionados con la convocatoria de empleo.

**Trabajador/a Esencial**


Como líderes reconocidos de la salud primaria integral en Puerto Rico, reafirmamos nuestro compromiso de siempre ofrecer servicios médicos a nuestros pacientes y comunidades, incluso durante eventos de emergencia y/o desastres naturales. Los talentos de NeoMed Center son considerados trabajadores esenciales, cuyo papel es crítico en la continuidad de importantes servicios, incluso en tales circunstancias. Al postularse para este puesto usted reconoce que, NeoMed Center puede requerir sus servicios durante e inmediatamente después de estos eventos.

**Declaración de Igualdad de Oportunidades en el Empleo (EEO)**


NeoMed Center, Inc., es un patrono con igualdad de oportunidades en el empleo. NeoMed Center tiene un firme compromiso en garantizar una cultura donde se valoren las diferentes perspectivas que la diversidad aporta en todos los aspectos del empleo sin importar la raza, color, religión, origen nacional, estado de ciudadanía, ascendencia, edad, sexo o género, orientación sexual, identidad de género, estado civil, discapacidad física o mental, estado militar o de veterano, o cualquier otra característica protegida por la ley.",,posgrado,,,"['trabajo en equipo', 'líder', 'flexible', 'creativo', 'organización']"
246,indeed,,,ASSISTANT MANAGER,"* Asiste en las operaciones de día a día de la tienda.
* Supervisa, adiestra y evalúa los empleados a su cargo.
* Responsable por las ganancias, gastos, dinero en efectivo, inventario y compras de la estación o tienda.
* Analiza resultados, tendencias operacionales y establece planes de acción proveyendo dirección en las áreas de las oportunidades.
* Mantiene la documentación requerida por la empresa.
* Responsable por las auditorías y cumplimiento con las regulaciones estatales y federales.
* Verifica disponibilidad de los productos y localización de la mercancía en la tienda.
* Establece relaciones con los clientes y la comunidad en que sirve.
* Responsable de todo lo relacionado al departamento de “Food Service”, ventas, gastos, control de calidad, manejo de alimentos, procedimientos de “Serv Safe”, entre otros.
* Responsable de auditar y autorizar los registros de asistencia de su equipo de trabajo, así como notificar y completar la documentación requerida para la aprobación de licencias.
* Responsable de cumplir con todos los procesos relacionados al manejo de combustible, incluyendo pero sin limitarse a: Cumplir con las normas de la Junta de Calidad ambiental / Manejo u control de inventario de gasolina / Asegurarse del buen funcionamiento de equipos / Áreas de seguridad / Survey de precios / Identificar y estar alerta a cualquier cambio o situación que pueda impactar las ventas en su área; entre otros

**Qualifications and Skills**


Bachillerato en Administración de Empresas o su equivalente en Experiencia, por lo menos 3 años.


Dominio de Programas de Computadoras como Microsoft Office


Habilidad para aprender y trabajar con sistemas de informacion


Dominio en Controles de Inventario


Excelentes Destrezas Interpersonales


Experiencia en Supervision y Liderazgo


Habilidad para trabajar multiples tareas

**Beneficios**

* Salario \+ Programa de Incentivo
* Estipendio para gasolina
* Plan Médico
* Seguro de Vida
* Licencia de Vacaciones/Enfermedad
* Programa de Consumo de Alimentos
* Programa de Adiestramiento
* Oportunidades de Crecimiento",,,,"['office', 'microsoft office', 'safe']","['liderazgo', 'lider']"
305,indeed,,,Vendedor(a) en tienda Ready Shades en Hato Rey,"**Vendedor(a) de Tienda – Ready Shades en San Juan**

**Ubicación:** Tienda en la Ave. Roosevelt en San Juan  
**Tipo de puesto:** Tiempo parcial o tiempo completo (disponibilidad de 4 o 5 días a la semana)  
**Disponibilidad:** Inmediata

**¿Te apasiona el diseño, el servicio al cliente y las ventas?**  
¡Ready Shades está buscando personas entusiastas y responsables como tú para unirte a nuestro equipo de ventas en nuestra tienda de San Juan!

**Responsabilidades:**

* Atender y orientar a clientes en la selección de cortinas y productos decorativos para el hogar.
* Presentar nuestras líneas de productos con entusiasmo y conocimiento.
* Preparar cotizaciones y procesar ventas en el sistema.
* Asegurar que la tienda esté limpia, organizada y lista para recibir clientes.
* Cumplir con metas de ventas semanales y mensuales.
* Apoyar en inventario y acomodo de mercancía.

**Requisitos:**

* Experiencia previa en ventas o servicio al cliente (preferible, no indispensable).
* Excelente actitud, presencia profesional y habilidades de comunicación.
* Interés por el diseño, decoración o productos para el hogar.
* Puntualidad, compromiso y disposición para aprender.
* Disponibilidad para trabajar turnos rotativos de 4 o 5 días a la semana, incluyendo fines de semana.

**Ofrecemos:**

* Sueldo competitivo \+ incentivos economicos
* Horarios flexibles (4 o 5 días semanales), sujeto a contratacion.
* Capacitación continua sobre productos y técnicas de venta.
* Ambiente de trabajo positivo, profesional y con oportunidades de crecimiento.

**¿Quiénes somos?**

Ready Shades es la empresa especializada en cortinas de interior más grande de Puerto Rico. Con 6 tiendas en toda la isla y miles de hogares transformados, seguimos creciendo con pasión por el diseño y la excelencia.

Tipo de puesto: Tiempo completo

Sueldo: $11\.50 \- $12\.00 la hora

Lugar de trabajo: Empleo presencial",,,,,"['comunicación', 'flexible']"
298,indeed,,,Bartender,"Preparacion de bebidas en general y bebidas especializadas del restaurante, despacho de tragos, rellenar y organizar, inventario, limpieza area asignada,

Job Types: Full\-time, Part\-time

Pay: From $5\.25 per hour

Benefits:

* Dental insurance
* Paid training

Work Location: In person",,,,,
351,indeed,,,Gong Cha Rexville Bayamon,"Dispuesto a trabajar turnos rotativos, Responsable, Dispuesto a atender al público, Empleo Inmediato, Dispuesto a realizar múltiples tareas.

Requisito cuarto año, Certificado de Antecedentes Penales Vigente, Certificado de Salud y Cultivo de Garganta, Tarjeta de Seguro Social, ID con foto Válida

Bono de reclutamiento  
Acceso a programa de retiro con pareo patronal  
Acceso a seguros complementarios a los mejores precios  
Capacitación  
Desarrollo

Job Type: Part\-time

Pay: $11\.00 \- $11\.25 per hour

Benefits:

* 401(k)

Work Location: In person",,,,,
422,bumeran,Analista Impuestos SR,"Todo lo que te mueve, en un solo lugar Car One es una compañía referente en la industria automotriz con más de 27 años de trayectoria, que ofrece un universo integral de soluciones de movilidad. En cuanto a la comercialización de vehículos, pone a disposición de sus clientes la mayor selección de Usados Garantizados y una gama diversificada de autos 0 KM de más de 10 marcas líderes, entre ellas, Chevrolet, Fiat, Peugeot, Renault y Volkswagen, a las que recientemente se sumaron Great Wall Motors, Mitsubishi, además de Jeep y Ram del Grupo Stellantis. A su vez, Car One ofrece soluciones para cada punto de contacto en el vínculo entre las personas y sus vehículos: financiación, planes de ahorro, servicios de postventa con talleres oficiales y propios, repuestos y accesorios originales, gomería, agente de seguros, escribanía propia, instalación de Telepase para autopistas, y alquiler de flotas corporativas y autos particulares, entre muchísimas soluciones más. Como ves, somos una empresa en constante movimiento con la misión de ayudar a las personas a moverse de manera cada vez más confiable y sostenible. Si te gusta trabajar con foco en el cliente, integridad y profesionalismo y si además tenés un espíritu emprendedor y colaborativo ¡entonces compartimos los mismos valores!  Sumate a este viaje de evolución y crecimiento continuo... ¡Sumate a Car One!  Descripción del puesto: Analista Impuestos SR¡Únete a nuestro equipo en Car One en Tortuguitas, Buenos Aires, Argentina! Estamos en busca de un Analista Impuestos Senior para sumarse a nuestro equipo en el área de Administración, Contabilidad y Finanzas.En Car One, nos dedicamos a ofrecer soluciones de movilidad completas y brindar un servicio integral a nuestros clientes.Como Analista Impuestos Senior, serás responsable de llevar a cabo el seguimiento diario de la agenda de vencimientos, la liquidación de impuestos a nivel nacional, provincial y municipal, de acuerdo con la normativa vigente y los procedimientos establecidos por el supervisor. Además, deberás informar anticipadamente a Finanzas sobre los impuestos a pagar para la previsión de caja correspondiente, confeccionar las órdenes de pago en el sistema y generar los volantes electrónicos de pago. También serás responsable del archivo de las declaraciones juradas y sus comprobantes de pago.En Car One, buscamos a alguien proactivo, organizado y con atención al detalle, que pueda trabajar de forma autónoma y en equipo. Si te apasiona el mundo de los impuestos y buscas un ambiente dinámico y desafiante, ¡esta oportunidad es para ti! Únete a nuestro equipo y sé parte de nuestro crecimiento continuo y evolución. ¡Sumate a Car One! Requisitos: paquete office aplicativos ARCA web organismos nacionales, provinciales y municipales Beneficios ️‍️ Descuento en Sport Club 50% en mano de obra todos los talleres15% en Repuestos12 cuotas S/Interés Bridgestone/Firestone 30% Seguros de la CajaDescuentos en Bimbo 15% Planes Adjudicados30% Off Malcriado (Shopping Tom)Descuentos en SamsungDía de cumpleaños",,,5.0,,,['office'],"['líder', 'proactivo', 'atención al detalle']"
396,bumeran,Senior de reintegros,"&#x1f3af; Tu propósito¿Te gusta ayudar a las personas y resolver situaciones con empatía, rapidez y calidad? Buscamos alguien con experiencia en atención al cliente y gestión de reintegros, con ganas de acompañar a los viajeros cuando más lo necesitan.Tu rol será analizar, validar y gestionar solicitudes de reintegro, asegurando una atención cercana, cálida y efectiva. Vas a formar parte de un equipo regional que brinda soluciones reales y experiencias positivas a quienes confían en nosotros.&#x1f4bc; Tus principales responsabilidades Analizar y autorizar solicitudes de reintegro según las políticas vigentes. Revisar documentación médica y comprobantes de gastos. Brindar acompañamiento y seguimiento personalizado al viajero durante todo el proceso. Coordinar con las áreas internas para asegurar el cierre correcto de cada caso. Monitorear tiempos de respuesta y niveles de servicio. Proponer mejoras en los procesos y promover buenas prácticas de atención.&#x1f9e0; Lo que valoramos de vos Experiencia mínima de 3 años en tareas de reintegros, reclamos o atención al cliente (idealmente en asistencia al viajero, seguros o salud). Secundario completo (formación terciaria o cursos relacionados con atención al cliente, turismo o administración, valorados). Buen manejo de herramientas informáticas (Excel, sistemas de gestión, correo corporativo). Perfil empático, organizado y resolutivo. Excelente comunicación y orientación al servicio.&#x1f49a; Lo que te ofrecemos Un entorno humano, colaborativo y con buena energía. &#x1f30e; Interacción con viajeros y equipos de distintos países de la región. &#x1f680; Oportunidades de crecimiento real y desarrollo profesional. &#x1f553; Horarios flexibles y equilibrio entre vida personal y laboral. &#x1f9e0; Capacitaciones continuas en procesos internacionales de asistencia.",,,5.0,secundario,,['excel'],"['comunicación', 'flexible']"
284,indeed,,,Line Cook,"**About Wahlburgers…**


We are a working class organization, rooted at a family’s kitchen table where the only star is the food and the music is laughter and stories. We embrace loyalty, gratitude, excellence and community, sharing these values in our restaurants everyday. We like to have fun. We aim to make our guests smile. Our chef\-inspired menu offers delicious burgers and so much more. As we grow, our leaders will be the driving force to our continued success. Be a part of a unique and growing company.


**Job Summary:**


Our Line Cook plays a crucial role in ensuring the kitchen operates smoothly by preparing and cooking assigned menu items. This role involves working on a specific station within the kitchen, such as grill, sauté, or fry, and ensuring that all dishes are prepared to the highest quality and standards. The line cook must work efficiently in a fast\-paced environment, maintaining cleanliness and organization throughout the shift.


**Key Responsibilities**

* Understands our culture and does whatever it takes to create a positive and memorable guest experience.
* Follows company policy in handling guest allergies/intolerances, ensuring guests receive ""safe"" meals.
* Set up stations with food products and utensils and turn on equipment to ensure they are ready for production.
* Prepares raw ingredients, adhering to all recipes for use on the line and for use in food prep recipes.
* Uses proper portioning techniques and recipe procedures to create prepared food products.
* Reads tickets and/or listens to what dishes are called to determine what/when items need to be prepared
* A thorough understanding and working knowledge of kitchen\-specific positions (i.e., fry, grill, bun \& board, assembly, expo)
* Checks and adjusts the temperature of equipment to ensure food is cooked and stored at the proper temperature.
* Cleans station floors, counters, tools, cutting boards, and preparation surfaces using proper cleaning solutions to ensure stations are always clean and sanitized.
* Assists other team members by answering questions and helping as needed to aid in guests' service.

  

Hospitality to the Restaurant:

* Inspects kitchen\- prep areas, storage areas, and cooking areas; cleans as needed and reports any unsafe conditions to maintain safety and sanitation standards.
* Assists in tasks to ensure a clean, sanitized, and safe restaurant.

  

Hospitality to your Team:

* Arrives to work on time as scheduled, well\-groomed in the proper work attire, and ready to work.
* Clocks in and out as scheduled.
* Demonstrates a helpful, positive attitude to guests and team members.
* Completes all assigned tasks and duties assigned by managers/supervisors.
* Follow proper kitchen breakdown procedures before leaving at the end of the shift.
* Assists fellow team members as needed to ensure our guests receive the highest standard of food and hospitality.

 **Requirements \& Prior Experience:**

* Able to understand and follow directions from others.
* Able to perform basic math functions.
* Able to read recipes and memorize and replicate food production procedures.
* Able to work in a high\-volume, fast\-paced work environment
* Ability to bend at the waist and lift items up to 50 lbs. to waist level.
* Ability to move items up to 50 lbs. for distances of up to 25 feet.
* Skill and coordination in using kitchen utensils and equipment
* Ability to remain standing and active for an 8\-12\-hour shift.
* Ability to hear, understand, and respond to employees' and guests' requests in a loud environment.
* Ability to tolerate exposure to cold and hot temperatures (below 40°F and above 90°F) throughout the shift.
* Able to work rotating shifts including weekends (i.e. Friday, Saturday and Sunday), holidays and days off.

  

 Equal Opportunity Employer",,,,"['chef', 'safe']",
125,indeed,,,Rooms Operations Supervisor,"**Additional Information**  

**Job Number**25170031  

**Job Category**Rooms \& Guest Services Operations  

**Location**Sheraton Puerto Rico Resort \& Casino, 200 Convention Boulevard, San Juan, Puerto Rico, United States, 00907  

**Schedule**Full Time  

**Located Remotely?**N  

**Position Type** Non\-Management  

**POSITION SUMMARY**

  



Complete designated cashier and closing reports in the computer system. Review shift logs/daily memo books and document pertinent information in logbooks. Contact appropriate individual or department (e.g., Bellperson, Housekeeping) as necessary to resolve guest call, request, or problem. Process all guest check\-ins by confirming reservations in computer system, verifying guest identity, requesting form of payment, assigning room, and activating and issuing room key. Sell a room/accommodation to guests without reservations based on availability. Ensure rates match market codes and that any exceptions are documented. Ensure checks that come from outlets (e.g., Health Club, Retail Shop) are scanned and charged to room.

  



Assist management in training, evaluating, counseling, disciplining, and motivating and coaching employees; serve as a role model and first point of contact of the Guarantee of Fair Treatment/Open Door Policy process. Report accidents, injuries, and unsafe work conditions to manager; complete safety training and certifications. Follow all company policies and procedures; ensure uniform and personal appearance are clean and professional; maintain confidentiality of proprietary information; protect company assets. Welcome and acknowledge all guests according to company standards; anticipate and address guests’ service needs; assist individuals with disabilities; thank guests with genuine appreciation. Speak with others using clear and professional language; answer telephones using appropriate etiquette. Develop and maintain positive working relationships with others. Ensure adherence to quality expectations and standards. Stand, sit, or walk for an extended period of time or for an entire work shift. Move, lift, carry, push, pull, and place objects weighing less than or equal to 25 pounds without assistance. Perform other reasonable job duties as requested by Supervisors.

  



PREFERRED QUALIFICATIONS


Education: High school diploma or G.E.D. equivalent.


Related Work Experience: At least 1 year of related work experience.


Supervisory Experience: At least 1 year of supervisory experience.


License or Certification: None

  



*At Marriott International, we are dedicated to being an equal opportunity employer, welcoming all and providing access to opportunity. We actively foster an environment where the unique backgrounds of our associates are valued and celebrated. Our greatest strength lies in the rich blend of culture, talent, and experiences of our associates. We are committed to non\-discrimination on any protected basis, including disability, veteran status, or other basis protected by applicable law.*


When you join the Sheraton family, you become a member of its global community. We’ve been a place to gather and connect since 1937\. At Sheraton, associates create a sense of belonging in more than 400 communities around the world. We invite, we welcome, and we connect guests through engaging experiences and thoughtful service. If you’re a team player who is excited to deliver a meaningful guest experience, we encourage you to explore your next career opportunity with Sheraton. Join us on our mission to be ‘The World’s Gathering Place’. In joining Sheraton Hotels \& Resorts, you join a portfolio of brands with Marriott International. **Be** where you can do your best work, **begin** your purpose, **belong** to an amazing global team, and **become** the best version of you.",1.0,secundario,,['less'],['management']
302,indeed,,,Ejecutivo de Ventas Automotriz,"**Descripción de empleo**

Nuestro concesionario de automóviles está buscando un vendedor de autos con experiencia que pueda aprender rápidamente y comenzar a generar resultados inmediatamente. El candidato ideal para este puesto será un experto en todos los modelos que vendemos (Hyundai, Mitsubishi y auto usados certificados de todas las marcas), entregará un servicio de atención al cliente de alta calidad y se convertirá en un asesor para ayudar a cada cliente encontrar el vehículo que se ajuste perfectamente a sus necesidades.

**Responsabilidades y Deberes de Vendedor de Autos**

* Desarrollar un entendimiento profundo de nuestro inventario actual de autos y usar ese conocimiento para animar a los clientes a hacer una compra
* Ayudar a establecer el lote de ventas o la sala de exposición para las promociones y para poner nuevos modelos en exhibición
* Trabajar con el Gerente de Financiamiento para desarrollar acuerdos de ventas que beneficien tanto la empresa como al cliente
* Colaborar con nuestro Gerente de Ventas para ofrecer ofertas atractivas de vehículos usados a los clientes interesados
* Activo en redes sociales como Facebook, Instagram y Whatsapp. De esta manera buscar clientes potenciales en la compra de vehículos

**Beneficios**

* Plan de compensación/comisión más competitivo en la industria
* Bono incentivo de ventas
* 401K
* Plan médico, vida y cáncer
* Días de vacaciones y enfermedad

PATRONO CON IGUALDAD DE OPORTUNIDADES EN EL EMPLEO

Tipo de puesto: Tiempo completo

Sueldo: $19,760\.00 \- $90,000\.00 al año

Lugar de trabajo: Empleo presencial",,,,,
223,indeed,,,Customer Engagement Representative - Ceiba & Guaynabo (Call Center),"**LinkActiv Group**  


**It's fun to work in a company where people truly BELIEVE in what they're doing!**  


**¡Nada mejor que trabajar en un lugar donde todos realmente CREEN en su propósito!**  


*Nuestra misión es aportar pasión y atención al cliente en cada paso del camino. Si disfrutas de un ambiente que promueve el crecimiento y la colaboración con personas motivadas, entusiastas y comprometidas con el éxito, ¡tenemos la carrera ideal para ti!*  


**RESUMEN DEL PUESTO**  


Brindar información relacionada a productos o servicios y asistir a clientes con profesionalismo y eficiencia utilizando recursos tecnológicos, cumpliendo con estándares de productividad y calidad.  


La posición Customer Engagement Representative es **Full time** y **Regular**.  


**SALARIO**  


* Español: $11\.00 por hora
* Bilingüe : $11\.50 por hora

**FUNCIONES PRINCIPALES**  


* Recibir llamadas entrantes para orientar a los(as) clientes, procesar órdenes de servicio, registrar reclamaciones, cancelar cuentas, entre otras.
* Orientar al cliente sobre productos, servicios y precios; responder preguntas relacionadas.
* Aplicar habilidades de servicio al cliente para identificar necesidades y resolver problemas.
* Recopilar e ingresar información del cliente en el sistema.
* Documentar interacciones y acuerdos con los(as) clientes.
* Revisar y confirmar los acuerdos realizados al finalizar cada interacción.
* Asegurar la satisfacción del cliente conforme a los estándares establecidos.
* Utilizar y cuidar los recursos asignados (estación de trabajo, computadoras, audífonos) de forma responsable.

**REQUISITOS**  


* 60 créditos o más en estudios universitarios, equivalente a 2 años o más de estudios universitarios.
* Mínimo de un (1\) año de experiencia en servicio al cliente.

**CONOCIMIENTOS, HABILIDADES Y CAPACIDADES**  


* Demostrar empatía y amabilidad en las interacciones con el cliente.
* Identificar necesidades y ofrecer soluciones adecuadas.
* Registrar y dar seguimiento a casos según procedimientos definidos.
* Informar sobre servicios disponibles y criterios de elegibilidad.
* Mantener registros actualizados en la base de datos.
* Excelentes destrezas organizacionales y de liderazgo.
* Capacidad para establecer prioridades y gestionar el tiempo efectivamente.
* Trabajo en equipo y habilidad para trabajar bajo presión.
* Sólidas destrezas interpersonales.
* Dominio del inglés y español (oral y escrito).
* Conocimiento de Microsoft Office (Word, Outlook, PowerPoint, Excel, Access).
* Familiaridad con equipo de oficina general.
* Experiencia utilizando los productos de Microsoft Office (MS Word, Excel y Outlook).
* Bilingüe (escritura, conversación y comprensión de lectura en inglés y español).
* Experiencia utilizando los productos de Microsoft Office (MS Word, Excel y Outlook).
* Escritura, conversación y comprensión de lectura en inglés y español.

**CERTIFICACIONES/ LICENCIAS/ AFILIACIONES PROFESIONALES**  


* No aplicable a esta posición.

**CONDICIONES DE TRABAJO**  


Las características del entorno de trabajo descritas aquí son representativas de aquellas con las que un(a) empleado(a) se encuentra al realizar las funciones esenciales de este puesto.  


* El nivel de ruido en el entorno de trabajo es usualmente moderado.
* Operará una computadora, copiadora y otro equipo moderno de oficina.
* El(la) empleado(a) generalmente trabaja en un entorno de oficina.
* Capacidad para trabajar en un entorno dinámico con horarios flexibles, incluyendo noches o fines de semana para producción de contenido o eventos.
* Puede requerirse visitas ocasionales fuera del sitio, según lo solicite la organización.

**REQUISITOS FISICOS**  


Los requisitos físicos descritos aquí son representativos de aquellos que debe cumplir una persona empleada para realizar con éxito las funciones esenciales de este puesto.  


* Capacidad para estar sentado(a) por periodos prolongados trabajando en una computadora y gestionando proyectos.
* Uso regular de manos y dedos para teclear, navegar digitalmente y manejar equipo de oficina.
* Levantamiento y transporte ocasional de equipos de producción, como cámaras o luces, generalmente hasta 25 libras.
* Destrezas visuales y auditivas necesarias para evaluar la calidad del contenido multimedia durante los procesos de producción y edición.

Grupo Ferré Rangel de ser un Patrono con Igualdad de Oportunidades de Empleo. No discriminamos por raza, color, religión, sexo, orientación sexual, identidad de género, origen nacional, edad, discapacidad, información genética u otro estado o característica protegida por las leyes federales, estatales o locales. Todos los solicitantes calificados serán considerados para empleo sin importar estas características. Animamos a personas de todos los orígenes y experiencias a postularse. Si necesitas asistencia o acomodos razonables debido a una discapacidad, por favor contáctanos en talento@gfrpr.com.  


Sueldo: $11\.00 \- $11\.50 la hora  


Beneficios:  


* Dental insurance
* Health insurance
* Paid time off
* Referral program
* Vision insurance

Lugar de trabajo: Empleo presencial",,,ingles,"['excel', 'word', 'powerpoint', 'office', 'microsoft office', 'outlook']","['trabajo en equipo', 'colaboración', 'liderazgo', 'lider', 'flexible', 'organización', 'organizacion']"
425,bumeran,Analista hard de recursos humanos,"&#x1f3af; Tu propósitoBuscamos una persona con fuerte perfil técnico y mirada humana, que garantice la correcta gestión de los procesos hard del área de Recursos Humanos: liquidación de haberes, legislación laboral argentina, legajos, beneficios y reporting. Tu misión será asegurar que cada proceso se realice con precisión, confidencialidad y compromiso, acompañando a nuestros equipos en todo su ciclo laboral.&#x1f4bc; Tus principales responsabilidades Liquidación mensual de sueldos y jornales bajo convenio (Utedyc, Comercio, Sanidad, u otros). Control de haberes, SAC, vacaciones, horas extras y licencias. Administración de altas, bajas y modificaciones en ARCA, ART y obras sociales. Mantenimiento actualizado de legajos y documentación del personal. Coordinación con sindicatos, estudios contables y organismos oficiales. Control y actualización de escalas salariales, convenios y beneficios corporativos. Generación de reportes, indicadores y propuestas de mejora. Apoyo en la logística de eventos internos y gestión de proveedores del área.&#x1f9e0; Perfil que buscamos Profesional o estudiante avanzado/a de Relaciones Laborales, Recursos Humanos o Administración. Experiencia mínima de 5 años en posiciones similares en empresas medianas o grandes. Conocimiento sólido de la Ley de Contrato de Trabajo argentina y normativa vigente. Manejo avanzado de Excel y sistema Tango (Power BI, un plus). Perfil meticuloso, analítico, proactivo y con fuerte sentido de responsabilidad.&#x1f49a; Lo que te ofrecemos Un entorno de trabajo humano, cercano y colaborativo. Participación activa en proyectos regionales LATAM, con equipos de distintos países. Oportunidades de desarrollo profesional y aprendizaje continuo. Flexibilidad, confianza y un equilibrio real entre trabajo y vida personal.",,,,terciario,,"['power bi', 'excel']","['proactivo', 'analítico', 'flexibilidad', 'meticuloso', 'precisión']"
219,indeed,,,Asistente de Servicio ($12) Full Bilingue,"**¿BUSCAS EMPLEO COMO OFICINISTA/ASISTENCIA DE SERVICIO ?** ¡Aplica hoy y se parte de la gran familia de CTS!

Empresa del sector marítimo\-portuario está en búsqueda de un/a **Oficinista** proactiva y responsable para apoyar en la gestión administrativa del muelle y coordinación de operaciones con embarcaciones.

Compañia relacionada a enbarcaciones

***Requisitos: FULL TIME***

* Cuarto año o Estudios Universitarios completados.
* Experiencia en tareas clericales y servicio al cliente.
* Manejo de MS Office
* **Bilingue**
* Excelentes destrezas de comunicación verbal y escritas
* Deberá estar dispuesto/a a trabajar bajo sol y de pie.
* Licencia de conducir vigente y vehículo propio.

**Salario:** $12\.00 por hora

**Horario:** lunes a viernes 9:00AM\-6:00PM

***Patrono con igualdad de oportunidades en el empleo \*\*EEO\*\****

***Equality Employment Opportunity \*\*EEO\*\* Affirmative Action for Minorities/Females/ Veterans/ People with disabilities. Employer with E\-Verify to verify the elegibility of employment of all the new employees.***

***We encourage Females, Veterans and Disabled to Apply.***

Job Types: Full\-time, Part\-time, Temporary

Pay: $12\.00 per hour

Work Location: In person",,,,['office'],"['comunicación', 'proactiva']"
