id,site,job_url,job_url_direct,title,company,location,date_posted,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,description,company_industry,company_url,company_logo,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,skills,experience_range,company_rating,company_reviews_count,vacancy_count,work_from_home_type,scrapeado_en,fuente,search_term_usado,experiencia_min_anios,experiencia_max_anios,experiencia_area,nivel_educativo,estado_educativo,carrera_especifica,titulo_excluyente,idioma_principal,nivel_idioma_principal,idioma_secundario,nivel_idioma_secundario,skills_tecnicas_list,niveles_skills_list,soft_skills_list,certificaciones_list,salario_min,salario_max,moneda,beneficios_list,requisitos_excluyentes_list,requisitos_deseables_list,jornada_laboral,horario_flexible,nlp_extraction_timestamp,nlp_version,nlp_confidence_score
in-bb168bfdfd3f8627,indeed,https://www.indeed.com/viewjob?jk=bb168bfdfd3f8627,https://jobs.smartrecruiters.com/BenCo/744000089507224-asistente-legal,ASISTENTE LEGAL,Alvacom Employment Solutions,"Carolina, PR, US",1761177600000,,,hourly,,,USD,False,,,,,"**Descripción de la empresa**  

Somos una Agencia de Empleos Temporeros en Bayamón

 **Descripción del empleo**  

Horario lunes a viernes 9am\-6pm.Requiere ser bilingue. Requiere experiencia previa como Asistente Ejecutivo o Administrativo. Responsable de brindar apoyo al departamento legal. Asiste en la programación de reuniones, llamadas, citas, viajes y redacción de cartas. Mantiene los archivos legales tanto electrónicos como impresos. Mantiene actualizada la base de datos. Realiza investigaciones legales y no legales, así como la búsqueda de referencias.


HORARIO LUNES A VIERNES. 9AM\-6PM SALARIO $12\.50

 **Requisitos**  

REQUIERE SER BILINGUE


REQUIERE EXPERIENCIA PREVIA EN PUESTO EJECUTIVO O ADMINISTRATIVO

 **Información adicional**  

“Patrono con igualdad de oportunidades en el Empleo. Todos los solicitantes cualificados recibirán consideración para empleo sin distinción de raza, color, religión, sexo, embarazo, orientación sexual, identidad de género, origen nacional, edad, estatus como veterano protegido o discapacidad física o mental.”",,https://www.indeed.com/cmp/Alvacom-Employment-Solutions,,https://www.alvacomminc.com,Bayamon,,,,,,,,,,2025-10-23T14:14:38.441697,indeed,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-25T13:51:08.650991,1.0.0,0.057
in-82b536580b6ed08a,indeed,https://www.indeed.com/viewjob?jk=82b536580b6ed08a,http://www.indeed.com/job/oficial-de-registro-de-pacientes-82b536580b6ed08a,Oficial de Registro de Pacientes,Physician HMO Inc. / Physician Correctional,"San Juan, PR, US",1761177600000,fulltime,,,,,,False,,,,,"**Tareas y Responsabilidades:**

* Atender el área de registro de la Institución Hospitalaria.
* Encargado de recibir paciente y familiar para el registro de datos personales.
* Canalizar la atención del paciente conforme al procedimiento establecido.
* Asegurarse de obtener identificación y otros detalles del paciente para la entrada de datos en el sistema de información utilizado por el hospital.
* Cumplir con las normas de la institución con respecto a la privacidad y confidencialidad de la información privilegiada de salud.
* Seguir las instrucciones del supervisor inmediato.

**Requisitos :**

* Disponibilidad Inmediata
* Diploma Grado Técnico en Sistemas de Oficina o Facturación Médica
* Id con foto Vigente
* Certificado de Salud
* Antecedentes Penales
* Historial de Vacunas

Turnos Rotativos : **6:00 a.m. \-2:00 p.m./2:00 p.m. \-10:00 p.m. /10:00 p.m.\-6:00 a.m.** 

Tipo de puesto: Tiempo completo

Disponibilidad de turnos:

* Turno diurno (Obligatorio)
* Turno nocturno (Obligatorio)
* Turno de madrugada (Obligatorio)

Lugar de trabajo: Empleo presencial",,https://www.indeed.com/cmp/Physician-Hmo-Inc.-Physician-Correctional,,,,,,,,,,,,,2025-10-23T14:14:38.441697,indeed,,,,,terciario,completo,,True,,,,,,,,,,,,,"['Turno diurno (Obligatorio)', 'Turno nocturno (Obligatorio)', '* Turno de madrugada (Obligatorio)']",,full_time,,2025-10-25T13:51:08.653430,1.0.0,0.329
in-9b20f5ab5111bad2,indeed,https://www.indeed.com/viewjob?jk=9b20f5ab5111bad2,http://www.indeed.com/job/asistente-administrativa-9b20f5ab5111bad2,Asistente Administrativa,HR Business Solution,"Bayamón, PR, US",1761177600000,fulltime,,hourly,,,USD,False,,,,,"Compañía líder busca integrar a su equipo un(a) Asistente Administrativo(a) responsable, organizado(a) y proactivo(a), que brinde apoyo en las tareas administrativas diarias y en la coordinación de procesos internos.

***Responsabilidades***

⁠ ⁠Manejo de llamadas, correos y correspondencia.

⁠ ⁠Emisión de facturas y gestión de cuentas por cobrar.

⁠ ⁠Organización y archivo de documentos.

⁠ ⁠Redacción y preparación de documentos.

⁠ ⁠Apoyo general a la gerencia y demás áreas de la empresa.

***Requisitos***

⁠ ⁠Grado Académico en Administración de Oficina o algún campo relacionado de una Institución acreditada.

⁠ ⁠Experiencia previa realizando tareas administrativas.

⁠ ⁠Manejo de programas de oficina (Word / Excel)

⁠ ⁠Habilidad para trabajar en equipo.

⁠ ⁠Excelentes destrezas de comunicación y servicio al cliente.

⁠ ⁠Capacidad de organización, puntualidad y discreción.

⁠ ⁠Disponibilidad para trabajar en horario de lunes a viernes de 7:30 am – 4:30 pm

***Beneficios***

**⁠** ⁠Beneficios según política de la empresa.

⁠ ⁠Ambiente profesional y colaborativo.

⁠ ⁠Horario regular de oficina.

⁠ ⁠Oportunidades de crecimiento y desarrollo.

Tipo de puesto: Tiempo completo

Sueldo: $11\.50 la hora

Lugar de trabajo: Empleo presencial",,https://www.indeed.com/cmp/HR-Business-Solution-1,,,,,,,,,,,,,2025-10-23T14:14:38.441697,indeed,,,,,,completo,,,,,,,"['excel', 'word']",,"['proactivo', 'organización']",,,,,,,,full_time,,2025-10-25T13:51:08.658466,1.0.0,0.286
in-773704ab8dbc0f8a,indeed,https://www.indeed.com/viewjob?jk=773704ab8dbc0f8a,http://www.indeed.com/job/digital-communications-content-assistant-773704ab8dbc0f8a,Digital Communications & Content Assistant,back to the garden pr,"Caguas, PR, US",1761177600000,parttime,,hourly,,,USD,False,,,,,"**Job Title: Digital Media \& Website Assistant**

**About the Role:**  
We are seeking a **tech\-savvy, organized, and quick\-learning individual** to support our team with digital media, website updates, and online communications. This position is ideal for someone who enjoys working with technology, content organization, and creative digital tasks across multiple platforms.

**Responsibilities:**

* Create and edit simple graphics using **Canva**.
* Perform **basic reel and video editing** using **CapCut**.
* Assist with **social media posting**, including writing short captions and descriptions.
* Help maintain and update our **Wix website** (text, photos, layout, links, etc.).
* Move and organize **content between platforms** (for example, from Wix to Firebase).
* Manage documents and files using **Google Drive**.
* Create and send **emails or newsletters** to customers.
* Use online tools for **translation between Spanish and English**.

**Qualifications:**

* **Fluent in English** (spoken and written).
* Strong computer skills and ability to learn new software quickly.
* Familiarity with Canva, CapCut, Google Drive, and basic website editing (Wix preferred).
* Basic understanding of social media platforms and posting practices.
* Strong organizational skills and attention to detail.
* Bilingual (English and Spanish) preferred, but **English fluency is required**.

**Ideal Candidate:**  
You’re resourceful, comfortable with technology, and eager to learn. You don’t need to be an expert in design or coding — just confident using digital tools and motivated to help our team improve communication and online presence.

Hours: Tuesday, Thursday 7:30\-2pm , Saturday 8\-2

Job Type: Part\-time

Pay: From $10\.50 per hour

Benefits:

* Employee discount

Work Location: In person",,https://www.indeed.com/cmp/Back-to-the-Garden-PR,,,,,,,,,,,,,2025-10-23T14:14:38.441697,indeed,,,,,,,,,ingles,avanzado,,,,,,,,,,,"['Bilingual (English and Spanish) preferred, but English fluency is required.']","['Familiarity with Canva, CapCut, Google Drive, and basic website editing (Wix preferred).', 'Bilingual (English and Spanish) preferred, but English fluency is required.']",,,2025-10-25T13:51:08.663538,1.0.0,0.271
in-192730b6bf8c422f,indeed,https://www.indeed.com/viewjob?jk=192730b6bf8c422f,http://www.indeed.com/job/sales-representative-192730b6bf8c422f,Sales Representative,CHAVES Y CHAVES CORP.,"San Juan, PR, US",1761177600000,parttime,,hourly,,,USD,False,,,,,"**Job Overview**

Se solicita personal para trabajo de inmediato en carreta de Gafas Sunny Planet en Montehierdra Mall

Requisitos \- No es necesario experiencia, pero sí ganas de trabajar y aprovechar la oportunidad en la única compañía que se ha mantenido número 1 en ventas !!

Responsibilities

* responsable, cumplir con los horarios establecidos, mantener promedio de venta que se le asigne, área limpia y rellenada con mercancía que se le suple al negocio, servir al cliente con respeto y amabilidad.
* SALARIO $10\.50 POR HORA MAS BONIFICACION POR PRODUCTIVIDAD

Tipo de puesto: Medio tiempo

Sueldo: $10\.50 la hora

Lugar de trabajo: Empleo presencial",,https://www.indeed.com/cmp/Chaves-Y-Chaves-Corp.,,,,,,,,,,,,,2025-10-23T14:14:38.441697,indeed,,,,,,,,,,,,,,,,,,,,,,,part_time,,2025-10-25T13:51:08.665242,1.0.0,0.143
in-679f5a4ad86a4eab,indeed,https://www.indeed.com/viewjob?jk=679f5a4ad86a4eab,http://www.indeed.com/job/servicio-al-cliente-planes-m%C3%A9dicos-679f5a4ad86a4eab,Servicio al Cliente - Planes médicos,TPIS,"Cataño, PR, US",1761177600000,fulltime,direct_data,hourly,11.0,11.0,USD,False,,,,,"**Resumen del Puesto – Representante de Servicio al Cliente (Industria de la Salud)**

El Representante de Servicio al Cliente en el sector de la salud es responsable de ofrecer atención profesional, cortés y eficiente a pacientes, afiliados o proveedores de servicios de salud a través de llamadas telefónicas, correos electrónicos u otros canales de comunicación. Sus funciones incluyen atender consultas, coordinar citas, verificar información de seguros, procesar solicitudes de servicio y resolver situaciones relacionadas con servicios o beneficios de salud. Este puesto requiere un alto nivel de servicio al cliente, cumplimiento con las normas de confidencialidad (como HIPAA) y estándares de la industria de la salud.

**Requisitos del Puesto**

* Estudios postsecundarios con un mínimo de 60 créditos aprobados, o grado de Asociado o Bachillerato.
* Disponibilidad de lunes a domingo 8:00am\- 8:00pm para trabajar turnos rotativos, incluyendo fines de semana o días feriados si es necesario.
* Experiencia previa en servicio al cliente, preferiblemente en centros de llamadas o en el área de la salud.
* Manejo de computadoras, incluyendo correo electrónico y entrada de datos
* Habilidad para comunicarse de manera clara, profesional y empática.
* Capacidad para realizar múltiples tareas, mantenerse organizado(a) y trabajar bajo presión.
* Se valorará el dominio del idioma inglés (no es obligatorio, según la necesidad del puesto).

Disponibilidad Lunes \- Domingo para rotar entre 8:00am\-8:00pm

Job Type: Full\-time

Pay: $11\.00 \- $11\.50 per hour

Work Location: In person",,https://www.indeed.com/cmp/Tpis-3,,,,,,,,,,,,,2025-10-23T14:14:38.441697,indeed,,,,,,,,,ingles,,,,,,,,,,,,"['* Se valorará el dominio del idioma inglés (no es obligatorio, según la necesidad del puesto).']",,,,2025-10-25T13:51:08.669097,1.0.0,0.2
in-463757bbea47e0b1,indeed,https://www.indeed.com/viewjob?jk=463757bbea47e0b1,https://jobs.smartrecruiters.com/BenCo/744000089505994-almacen-y-chofer-3-de-entregas,ALMACEN Y CHOFER(#3) DE ENTREGAS,Alvacom Employment Solutions,"Ponce, PR, US",1761177600000,,,hourly,,,USD,False,,,,,"**Descripción de la empresa**  

Somos una Agencia de Empleos Temporeros en Bayamón

 **Descripción del empleo**  

LA PERSONA ESTARA TRABAJANDO EN COMPAÑIA DE AIRES ACONDICIONADOS HACIENDO ENTREGAS LEVES A CLIENTES. TAMBIEN PUEDE ESTAR EN EL AREA DE ALMACEN O EN EL AREA DEL COUNTER.


LUNES A VIERNES 8AM\-5PM. SALARIO $11\.00

 **Requisitos**  

REQUIERE LICENCIA DE CONDUCIR CATEGORIA 3 VIGENTE DE PR

 **Información adicional**  

“Patrono con igualdad de oportunidades en el Empleo. Todos los solicitantes cualificados recibirán consideración para empleo sin distinción de raza, color, religión, sexo, embarazo, orientación sexual, identidad de género, origen nacional, edad, estatus como veterano protegido o discapacidad física o mental.”",,https://www.indeed.com/cmp/Alvacom-Employment-Solutions,,https://www.alvacomminc.com,Bayamon,,,,,,,,,,2025-10-23T14:14:38.441697,indeed,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-25T13:51:08.671170,1.0.0,0.057
in-4fb7c0be23f840d3,indeed,https://www.indeed.com/viewjob?jk=4fb7c0be23f840d3,http://www.indeed.com/job/gerente-centro-de-cuido-4fb7c0be23f840d3,Gerente Centro de Cuido.,HR Business Solution,"Bayamón, PR, US",1761177600000,fulltime,,monthly,,,USD,False,,,,,"Centro de Cuido está en la búsqueda de un(a) Gerente General comprometido(a), con vocación de servicio y experiencia en administración, para liderar la operación de un centro para adultos mayores. La persona seleccionada será responsable de supervisar el funcionamiento diario de la institución, garantizar el cumplimiento de normas y regulaciones, coordinar al personal y velar por el bienestar de los residentes y el cumplimiento de estándares de calidad en el cuidado geriátrico.

***Responsabilidades***

* Supervisar las operaciones diarias del centro incluyendo personal, servicios médicos, alimentación, mantenimiento y actividades recreativas, asegurando calidad en los servicios.
* Liderar y motivar al equipo multidisciplinario (enfermería, médicos, cuidadores, administración).
* Velar por el cumplimiento de regulaciones estatales y federales aplicables a centros de cuidado prolongado.
* Gestionar el presupuesto, controlar costos y optimizar recursos.
* Desarrollar y aplicar políticas, procedimientos y protocolos de servicio.
* Coordinar con médicos, enfermería y otros profesionales de la salud para garantizar atención integral a los residentes.
* Mantener comunicación efectiva con los familiares de los residentes.
* Promover un ambiente seguro, digno y respetuoso para los adultos mayores.
* Representar al asilo ante representantes legales de los residentes.

***Requisitos***

* Maestría en Administración, Gerencia de Servicios de Salud, Gerontología o áreas relacionadas.
* Experiencia previa en administración de facilidades de salud, centros de cuidado prolongado o instituciones similares.
* Experiencia en funciones de supervisión y manejo de personal.
* Conocimiento en contabilidad, nómina y procesos de compra.
* Dominio de las regulaciones del Departamento de Salud y demás leyes aplicables a centros para adultos mayores.
* Habilidad de liderazgo, toma de decisiones y resolución de problemas.
* Excelentes destrezas de comunicación y servicio al cliente.
* Capacidad para manejar múltiples tareas y prioridades de manera efectiva.
* Empatía, ética profesional y vocación de servicio.

***Beneficios***

* Beneficios según política de la empresa.
* Ambiente laboral respetuoso y colaborativo.
* Salario competitivo acorde a la experiencia.
* Oportunidades de desarrollo profesional.

Salario: $4,500 mensuales

Clasificación de puesto: Exento / Full Time

Horario: lunes a viernes (fines de semana de ser necesario).

Tipo de puesto: Tiempo completo

Sueldo: $4,500\.00 al mes

Lugar de trabajo: Empleo presencial",,https://www.indeed.com/cmp/HR-Business-Solution-1,,,,,,,,,,,,,2025-10-23T14:14:38.441697,indeed,,,,administración,posgrado,completo,,False,,,,,,,"['comunicación efectiva', 'liderazgo', 'resolución de problemas']",,,,,,,,full_time,,2025-10-25T13:51:08.676133,1.0.0,0.329
in-5c3ac5b6560665a3,indeed,https://www.indeed.com/viewjob?jk=5c3ac5b6560665a3,http://www.indeed.com/job/servicio-al-cliente-planes-m%C3%A9dicos-5c3ac5b6560665a3,Servicio al Cliente - Planes médicos,TPIS,"Dorado, PR, US",1761177600000,fulltime,direct_data,hourly,11.0,11.0,USD,False,,,,,"**Resumen del Puesto – Representante de Servicio al Cliente (Industria de la Salud)**

El Representante de Servicio al Cliente en el sector de la salud es responsable de ofrecer atención profesional, cortés y eficiente a pacientes, afiliados o proveedores de servicios de salud a través de llamadas telefónicas, correos electrónicos u otros canales de comunicación. Sus funciones incluyen atender consultas, coordinar citas, verificar información de seguros, procesar solicitudes de servicio y resolver situaciones relacionadas con servicios o beneficios de salud. Este puesto requiere un alto nivel de servicio al cliente, cumplimiento con las normas de confidencialidad (como HIPAA) y estándares de la industria de la salud.

**Requisitos del Puesto**

* Estudios postsecundarios con un mínimo de 60 créditos aprobados, o grado de Asociado o Bachillerato.
* Disponibilidad de lunes a domingo 8:00am\- 8:00pm para trabajar turnos rotativos, incluyendo fines de semana o días feriados si es necesario.
* Experiencia previa en servicio al cliente, preferiblemente en centros de llamadas o en el área de la salud.
* Manejo de computadoras, incluyendo correo electrónico y entrada de datos
* Habilidad para comunicarse de manera clara, profesional y empática.
* Capacidad para realizar múltiples tareas, mantenerse organizado(a) y trabajar bajo presión.
* Se valorará el dominio del idioma inglés (no es obligatorio, según la necesidad del puesto).

Disponibilidad Lunes \- Domingo para rotar entre 8:00am\-8:00pm

Job Type: Full\-time

Pay: $11\.00 \- $11\.50 per hour

Work Location: In person",,https://www.indeed.com/cmp/Tpis-3,,,,,,,,,,,,,2025-10-23T14:14:38.441697,indeed,,,,,,,,,ingles,,,,,,,,,,,,"['* Se valorará el dominio del idioma inglés (no es obligatorio, según la necesidad del puesto).']",,,,2025-10-25T13:51:08.680037,1.0.0,0.2
in-6740d39c10541b18,indeed,https://www.indeed.com/viewjob?jk=6740d39c10541b18,http://www.indeed.com/job/servicio-al-cliente-planes-m%C3%A9dicos-6740d39c10541b18,Servicio al Cliente - Planes médicos,TPIS,"Guaynabo, PR, US",1761177600000,fulltime,direct_data,hourly,11.0,11.0,USD,False,,,,,"**Resumen del Puesto – Representante de Servicio al Cliente (Industria de la Salud)**

El Representante de Servicio al Cliente en el sector de la salud es responsable de ofrecer atención profesional, cortés y eficiente a pacientes, afiliados o proveedores de servicios de salud a través de llamadas telefónicas, correos electrónicos u otros canales de comunicación. Sus funciones incluyen atender consultas, coordinar citas, verificar información de seguros, procesar solicitudes de servicio y resolver situaciones relacionadas con servicios o beneficios de salud. Este puesto requiere un alto nivel de servicio al cliente, cumplimiento con las normas de confidencialidad (como HIPAA) y estándares de la industria de la salud.

**Requisitos del Puesto**

* Estudios postsecundarios con un mínimo de 60 créditos aprobados, o grado de Asociado o Bachillerato.
* Disponibilidad de lunes a domingo 8:00am\- 8:00pm para trabajar turnos rotativos, incluyendo fines de semana o días feriados si es necesario.
* Experiencia previa en servicio al cliente, preferiblemente en centros de llamadas o en el área de la salud.
* Manejo de computadoras, incluyendo correo electrónico y entrada de datos
* Habilidad para comunicarse de manera clara, profesional y empática.
* Capacidad para realizar múltiples tareas, mantenerse organizado(a) y trabajar bajo presión.
* Se valorará el dominio del idioma inglés (no es obligatorio, según la necesidad del puesto).

Disponibilidad Lunes \- Domingo para rotar entre 8:00am\-8:00pm

Job Type: Full\-time

Pay: $11\.00 \- $11\.50 per hour

Work Location: In person",,https://www.indeed.com/cmp/Tpis-3,,,,,,,,,,,,,2025-10-23T14:14:38.441697,indeed,,,,,,,,,ingles,,,,,,,,,,,,"['* Se valorará el dominio del idioma inglés (no es obligatorio, según la necesidad del puesto).']",,,,2025-10-25T13:51:08.683890,1.0.0,0.2
in-183e4edab6c28498,indeed,https://www.indeed.com/viewjob?jk=183e4edab6c28498,http://www.indeed.com/job/security-agent-overnight-183e4edab6c28498,Security Agent Overnight,Aquarius Resorts Management Services LLC,"Dorado, PR, US",1761177600000,"parttime, fulltime",,hourly,,,USD,False,,,,,"· Approach all encounters with guests and employees in a friendly, service\-oriented manner.

· Maintain regular attendance in compliance with Aquarius Vacation Club standards, as required by scheduling which will vary according to the needs of the resort.

· Maintain high standards of personal appearance and grooming, which include wearing the proper uniform and nametag when working.

· Comply at all times with Aquarius Vacation Club standards and regulations to encourage safe and efficient resort operations.

· Use proper two\-way radio etiquette at all times.

· Maintain and review daily activity log.

· Maintain confidentiality with respect to guest and employee incidents.

· Respond and investigate emergency situations, including medical, security, guest complaints, thefts and accidents.

· Have knowledge of resort locking systems.

· Administer First Aid/CPR as necessary.

. Check safety hazards. (If found report immediately)

· Complete Incident/Accident reports in a clear and concise manner.

· Knowledge of relevant equipment, policies, procedures, and strategies to promote effective local, state, or national security operations for the protection of people, data, property, and institutions.

· Dispatch and receive radio equipment and property keys to authorized personnel.

· Escort guest, employees, and vendors as needed.

· Monitor employees as they enter and exit the building.

· Complete equipment and key inventory at a minimum of once per shift to ensure proper control.

· Receive and register all hotel visitors and contractors to ensure proper identification before entering facilities.

· Complete property prevention patrols as required by Security Manager.

Tipo de puesto: Medio tiempo

Salario: $10\.50 la hora

Idioma:

* Español (Obligatorio)
* Inglés (Obligatorio)

Disponibilidad de turnos:

* Turno diurno (Deseable)
* Turno nocturno (Deseable)

Lugar de trabajo: Empleo presencial

Job Type: Part\-time

Job Types: Full\-time, Part\-time

Pay: From $10\.50 per hour

Benefits:

* Flexible schedule

Work Location: In person",,https://www.indeed.com/cmp/Aquarius-Resorts-Management-Services-LLC-1,,,,,,,,,,,,,2025-10-23T14:14:38.441697,indeed,,,,,,,,,ingles,,,,,,,,,,,,"['Español (Obligatorio)', 'Inglés (Obligatorio)', '· Maintain regular attendance in compliance with Aquarius Vacation Club standards, as required by scheduling which will vary according to the needs of the resort.', '· Complete property prevention patrols as required by Security Manager.']","['Turno diurno (Deseable)', 'Turno nocturno (Deseable)']",part_time,True,2025-10-25T13:51:08.689129,1.0.0,0.329
in-3094aee4a4567741,indeed,https://www.indeed.com/viewjob?jk=3094aee4a4567741,http://www.indeed.com/job/servicio-al-cliente-planes-m%C3%A9dicos-3094aee4a4567741,Servicio al Cliente - Planes médicos,TPIS,"Toa Alta, PR, US",1761177600000,fulltime,direct_data,hourly,11.0,11.0,USD,False,,,,,"**Resumen del Puesto – Representante de Servicio al Cliente (Industria de la Salud)**

El Representante de Servicio al Cliente en el sector de la salud es responsable de ofrecer atención profesional, cortés y eficiente a pacientes, afiliados o proveedores de servicios de salud a través de llamadas telefónicas, correos electrónicos u otros canales de comunicación. Sus funciones incluyen atender consultas, coordinar citas, verificar información de seguros, procesar solicitudes de servicio y resolver situaciones relacionadas con servicios o beneficios de salud. Este puesto requiere un alto nivel de servicio al cliente, cumplimiento con las normas de confidencialidad (como HIPAA) y estándares de la industria de la salud.

**Requisitos del Puesto**

* Estudios postsecundarios con un mínimo de 60 créditos aprobados, o grado de Asociado o Bachillerato.
* Disponibilidad de lunes a domingo 8:00am\- 8:00pm para trabajar turnos rotativos, incluyendo fines de semana o días feriados si es necesario.
* Experiencia previa en servicio al cliente, preferiblemente en centros de llamadas o en el área de la salud.
* Manejo de computadoras, incluyendo correo electrónico y entrada de datos
* Habilidad para comunicarse de manera clara, profesional y empática.
* Capacidad para realizar múltiples tareas, mantenerse organizado(a) y trabajar bajo presión.
* Se valorará el dominio del idioma inglés (no es obligatorio, según la necesidad del puesto).

Disponibilidad Lunes \- Domingo para rotar entre 8:00am\-8:00pm

Job Type: Full\-time

Pay: $11\.00 \- $11\.50 per hour

Work Location: In person",,https://www.indeed.com/cmp/Tpis-3,,,,,,,,,,,,,2025-10-23T14:14:38.441697,indeed,,,,,,,,,ingles,,,,,,,,,,,,"['* Se valorará el dominio del idioma inglés (no es obligatorio, según la necesidad del puesto).']",,,,2025-10-25T13:51:08.693007,1.0.0,0.2
in-751d5899f4a093f2,indeed,https://www.indeed.com/viewjob?jk=751d5899f4a093f2,http://www.indeed.com/job/servicio-al-cliente-planes-m%C3%A9dicos-751d5899f4a093f2,Servicio al Cliente - Planes médicos,TPIS,"Toa Baja, PR, US",1761177600000,fulltime,direct_data,hourly,11.0,11.0,USD,False,,,,,"**Resumen del Puesto – Representante de Servicio al Cliente (Industria de la Salud)**

El Representante de Servicio al Cliente en el sector de la salud es responsable de ofrecer atención profesional, cortés y eficiente a pacientes, afiliados o proveedores de servicios de salud a través de llamadas telefónicas, correos electrónicos u otros canales de comunicación. Sus funciones incluyen atender consultas, coordinar citas, verificar información de seguros, procesar solicitudes de servicio y resolver situaciones relacionadas con servicios o beneficios de salud. Este puesto requiere un alto nivel de servicio al cliente, cumplimiento con las normas de confidencialidad (como HIPAA) y estándares de la industria de la salud.

**Requisitos del Puesto**

* Estudios postsecundarios con un mínimo de 60 créditos aprobados, o grado de Asociado o Bachillerato.
* Disponibilidad de lunes a domingo 8:00am\- 8:00pm para trabajar turnos rotativos, incluyendo fines de semana o días feriados si es necesario.
* Experiencia previa en servicio al cliente, preferiblemente en centros de llamadas o en el área de la salud.
* Manejo de computadoras, incluyendo correo electrónico y entrada de datos
* Habilidad para comunicarse de manera clara, profesional y empática.
* Capacidad para realizar múltiples tareas, mantenerse organizado(a) y trabajar bajo presión.
* Se valorará el dominio del idioma inglés (no es obligatorio, según la necesidad del puesto).

Disponibilidad Lunes \- Domingo para rotar entre 8:00am\-8:00pm

Job Type: Full\-time

Pay: $11\.00 \- $11\.50 per hour

Work Location: In person",,https://www.indeed.com/cmp/Tpis-3,,,,,,,,,,,,,2025-10-23T14:14:38.441697,indeed,,,,,,,,,ingles,,,,,,,,,,,,"['* Se valorará el dominio del idioma inglés (no es obligatorio, según la necesidad del puesto).']",,,,2025-10-25T13:51:08.696822,1.0.0,0.2
in-dedbad04a3f48f42,indeed,https://www.indeed.com/viewjob?jk=dedbad04a3f48f42,http://www.indeed.com/job/servicio-al-cliente-planes-m%C3%A9dicos-dedbad04a3f48f42,Servicio al Cliente - Planes médicos,TPIS,"Vega Alta, PR, US",1761177600000,fulltime,direct_data,hourly,11.0,11.0,USD,False,,,,,"**Resumen del Puesto – Representante de Servicio al Cliente (Industria de la Salud)**

El Representante de Servicio al Cliente en el sector de la salud es responsable de ofrecer atención profesional, cortés y eficiente a pacientes, afiliados o proveedores de servicios de salud a través de llamadas telefónicas, correos electrónicos u otros canales de comunicación. Sus funciones incluyen atender consultas, coordinar citas, verificar información de seguros, procesar solicitudes de servicio y resolver situaciones relacionadas con servicios o beneficios de salud. Este puesto requiere un alto nivel de servicio al cliente, cumplimiento con las normas de confidencialidad (como HIPAA) y estándares de la industria de la salud.

**Requisitos del Puesto**

* Estudios postsecundarios con un mínimo de 60 créditos aprobados, o grado de Asociado o Bachillerato.
* Disponibilidad de lunes a domingo 8:00am\- 8:00pm para trabajar turnos rotativos, incluyendo fines de semana o días feriados si es necesario.
* Experiencia previa en servicio al cliente, preferiblemente en centros de llamadas o en el área de la salud.
* Manejo de computadoras, incluyendo correo electrónico y entrada de datos
* Habilidad para comunicarse de manera clara, profesional y empática.
* Capacidad para realizar múltiples tareas, mantenerse organizado(a) y trabajar bajo presión.
* Se valorará el dominio del idioma inglés (no es obligatorio, según la necesidad del puesto).

Disponibilidad Lunes \- Domingo para rotar entre 8:00am\-8:00pm

Job Type: Full\-time

Pay: $11\.00 \- $11\.50 per hour

Work Location: In person",,https://www.indeed.com/cmp/Tpis-3,,,,,,,,,,,,,2025-10-23T14:14:38.441697,indeed,,,,,,,,,ingles,,,,,,,,,,,,"['* Se valorará el dominio del idioma inglés (no es obligatorio, según la necesidad del puesto).']",,,,2025-10-25T13:51:08.700646,1.0.0,0.2
